,Unnamed: 0,Ticker,CIK,Year,Y-1 ROE,ROE,Y+1 ROE,Y-1 Asset,Asset,Y+1 Asset,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY,Current ROE YOY,Future ROE YOY
1659,1659,JBL US,898293,2007,7.410016886,3.091762505,5.190883968,5411.72998046875,6295.232,7032.137,10265.45,12290.59,12779.7,164.52,73.24,133.89,0001193125-07-225859,10-K,2007-08-31,2007-10-25,20071025,JABIL CIRCUIT INC,0831,0.0160265745778314,0.005959030445243,0.0104767717552055,0.1972772747419742,0.03979548581475756,,0.0045177413099624,-0.04318254381,0.020991214629999994
1660,1660,JBL US,898293,2008,3.091762505,5.190883968,-56.1427955,6295.232,7032.137,5317.858,12290.59,12779.7,11684.54,73.24,133.89,-1165.21,0001193125-08-219096,10-K,2008-08-31,2008-10-29,20081029,JABIL CIRCUIT INC,0831,0.005959030445243,0.0104767717552055,-0.0997223681890771,0.03979548581475756,-0.08569528236187074,0.0045177413099624,-0.1101991399442827,0.020991214629999994,-0.61333679468
1661,1661,JBL US,898293,2009,5.190883968,-56.1427955,11.20666081,7032.137,5317.858,6367.747,12779.7,11684.54,13409.41,133.89,-1165.21,168.84,0000950123-09-052410,10-K,2009-08-31,2009-10-22,20091022,JABIL CIRCUIT INC,0831,0.0104767717552055,-0.0997223681890771,0.0125911580002401,-0.08569528236187074,0.14761984639532222,-0.1101991399442827,0.1123135261893173,-0.61333679468,0.6734945630999999
1662,1662,JBL US,898293,2010,-56.1427955,11.20666081,22.12160459,5317.858,6367.747,7057.94,11684.54,13409.41,16518.83,-1165.21,168.84,381.06,0000950123-10-094969,10-K,2010-08-31,2010-10-21,20101021,JABIL CIRCUIT INC,0831,-0.0997223681890771,0.0125911580002401,0.0230682197225832,0.14761984639532222,0.23188343111292764,0.1123135261893173,0.0104770617223431,0.6734945630999999,0.1091494378
1663,1663,JBL US,898293,2011,11.20666081,22.12160459,19.87257869,6367.747,7057.94,7803.141,13409.41,16518.83,16140.71,168.84,381.06,394.69,0001193125-11-284229,10-K,2011-08-31,2011-10-27,20111027,JABIL CIRCUIT INC,0831,0.0125911580002401,0.0230682197225832,0.0244530754842878,0.23188343111292764,-0.022890241015859014,0.0104770617223431,0.0013848557617046,0.1091494378,-0.022490258999999995
1664,1664,JBL US,898293,2012,22.12160459,19.87257869,16.73212706,7057.94,7803.141,9153.781,16518.83,16140.71,17249.49,381.06,394.69,371.48,0001193125-12-435503,10-K,2012-08-31,2012-10-25,20121025,JABIL CIRCUIT INC,0831,0.0230682197225832,0.0244530754842878,0.0215357091716914,-0.022890241015859014,0.06869462371853552,0.0013848557617046,-0.0029173663125964,-0.022490258999999995,-0.03140451630000001
1665,1665,JBL US,898293,2013,19.87257869,16.73212706,10.5443276,7803.141,9153.781,8479.746,16140.71,17249.49,15762.15,394.69,371.48,241.31,0001193125-13-413660,10-K,2013-08-31,2013-10-28,20131028,JABIL CIRCUIT INC,0831,0.0244530754842878,0.0215357091716914,0.0153094596866544,0.06869462371853552,-0.08622515796119201,-0.0029173663125964,-0.006226249485037,-0.03140451630000001,-0.06187799459999999
1666,1666,JBL US,898293,2016,12.4660389,10.69192327,5.388083733,9591.6,10322.677,11095.995,17899.2,18353.09,19063.12,284.02,254.1,129.09,0001193125-16-742815,10-K,2016-08-31,2016-10-20,20161020,JABIL CIRCUIT INC,0831,0.0158677482792527,0.0138450800382932,0.0067717141790011,0.02535811656386877,0.038687218337620566,-0.0076906291333981,-0.0070733658592921,-0.01774115629999999,-0.05303839537
1667,1667,JBL US,898293,2017,10.69192327,5.388083733,4.011830555,10322.677,11095.995,12045.641,18353.09,19063.12,22095.42,254.1,129.09,86.33,0001193125-17-313834,10-K,2017-08-31,2017-10-19,20171019,JABIL INC,0831,0.0138450800382932,0.0067717141790011,0.0039071445575598,0.038687218337620566,0.15906630184355963,-0.0070733658592921,-0.0028645696214412,-0.05303839537,-0.013762531779999998
1668,1668,JBL US,898293,2018,5.388083733,4.011830555,14.96265993,11095.995,12045.641,12970.475,19063.12,22095.42,25282.32,129.09,86.33,287.11,0001193125-18-303041,10-K,2018-08-31,2018-10-19,20181019,JABIL INC,0831,0.0067717141790011,0.0039071445575598,0.0113561571881061,0.15906630184355963,0.14423351083618252,-0.0028645696214412,0.0074490126305462,-0.013762531779999998,0.10950829374999999
1669,1669,JBL US,898293,2019,4.011830555,14.96265993,2.915086323,12045.641,12970.475,14397.416,22095.42,25282.32,27266.44,86.33,287.11,53.91,0001193125-19-271646,10-K,2019-08-31,2019-10-22,20191022,JABIL INC,0831,0.0039071445575598,0.0113561571881061,0.0019771558003171,0.14423351083618252,0.07847855734758524,0.0074490126305462,-0.0093790013877889,0.10950829374999999,-0.12047573606999999
1670,1670,JBL US,898293,2020,14.96265993,2.915086323,35.26386083,12970.475,14397.416,16654.0,25282.32,27266.44,29285.0,287.11,53.91,696.0,0001193125-20-274411,10-K,2020-08-31,2020-10-22,20201022,JABIL INC,0831,0.0113561571881061,0.0019771558003171,0.0237664333276421,0.07847855734758524,0.07403093326448196,-0.0093790013877889,0.0217892775273249,-0.12047573606999999,0.32348774507
1671,1671,JBL US,898293,2021,2.915086323,35.26386083,43.42707652,14397.416,16654.0,19717.0,27266.44,29285.0,33478.0,53.91,696.0,996.0,0001193125-21-305429,10-K,2021-08-31,2021-10-22,20211022,JABIL INC,0831,0.0019771558003171,0.0237664333276421,0.0297508811756974,0.07403093326448196,0.14317910192931538,0.0217892775273249,0.0059844478480553,0.32348774507,0.08163215690000002
1672,1672,JBL US,898293,2022,35.26386083,43.42707652,30.76923077,16654.0,19717.0,19424.0,29285.0,33478.0,34702.0,696.0,996.0,818.0,0001193125-22-268383,10-K,2022-08-31,2022-10-25,20221025,JABIL INC,0831,0.0237664333276421,0.0297508811756974,0.0235721284075845,0.14317910192931538,0.03656132385447153,0.0059844478480553,-0.0061787527681128,0.08163215690000002,-0.1265784575
1673,1673,JBL US,898293,2023,43.42707652,30.76923077,30.76923077,19717.0,19424.0,19424.0,33478.0,34702.0,0.0,996.0,818.0,0.0,0001193125-23-259599,10-K,2023-08-31,2023-10-20,20231020,JABIL INC,0831,0.0297508811756974,0.0235721284075845,,0.03656132385447153,0.0,-0.0061787527681128,,-0.1265784575,0.0
1674,1674,JCI US,833444,2004,3.885011586,10.16219269,9.613578104,62997.0,63667.0,62686.0,35987.0,38411.0,39305.0,980.0,2879.0,3019.0,0001047469-04-036967,10-K,2004-09-30,2004-12-14,20041214,TYCO INTERNATIONAL LTD /BER/,0930,0.0272320560202295,0.0749524875686652,0.07680956621295,0.06735765693166984,0.023274582801801502,,0.0018570786442847,0.06277181104,-0.0054861458599999935
1675,1675,JCI US,833444,2005,10.16219269,9.613578104,10.57406262,63667.0,62686.0,63011.0,38411.0,39305.0,17336.0,2879.0,3019.0,3590.0,0001047469-05-028024,10-K,2005-09-30,2005-12-09,20051209,TYCO INTERNATIONAL LTD /BER/,0930,0.0749524875686652,0.07680956621295,0.2070835256114443,0.023274582801801502,-0.5589365220709833,0.0018570786442847,0.1302739593984944,-0.0054861458599999935,0.009604845159999993
1676,1676,JCI US,833444,2006,9.613578104,10.57406262,-6.829899433,62686.0,63011.0,32815.0,39305.0,17336.0,18477.0,3019.0,3590.0,-1742.0,0001047469-06-014899,10-K,2006-09-29,2006-12-11,20061211,TYCO INTERNATIONAL LTD /BER/,0930,0.07680956621295,0.2070835256114443,-0.094279374357309,-0.5589365220709833,0.06581679741578217,0.1302739593984944,-0.3013628999687535,0.009604845159999993,-0.17403962053
1677,1677,JCI US,833444,2007,10.57406262,-6.829899433,9.98136127,63011.0,32815.0,28804.0,17336.0,18477.0,20199.0,3590.0,-1742.0,1553.0,0001047469-07-009551,10-K,2007-09-28,2007-11-27,20071127,TYCO INTERNATIONAL LTD /BER/,0929,0.2070835256114443,-0.094279374357309,0.0768849943066488,0.06581679741578217,0.0931969475564216,-0.3013628999687535,0.1711643686639579,-0.17403962053,0.16811260703000003
1678,1678,JCI US,833444,2008,-6.829899433,9.98136127,-12.6463865,32815.0,28804.0,25553.0,18477.0,20199.0,16882.0,-1742.0,1553.0,-1798.0,0001047469-08-012419,10-K,2008-09-26,2008-11-19,20081119,TYCO INTERNATIONAL LTD /BER/,0929,-0.094279374357309,0.0768849943066488,-0.1065039687240848,0.0931969475564216,-0.1642160502995198,0.1711643686639579,-0.1833889630307336,0.16811260703000003,-0.22627747769999998
1679,1679,JCI US,833444,2011,8.362627197,12.1772394,4.931306483,27128.0,26702.0,12365.0,11020.0,10557.0,10403.0,1130.0,1719.0,472.0,0001047469-11-009619,10-K,2011-09-30,2011-11-16,20111116,TYCO INTERNATIONAL LTD,0925,0.102540834845735,0.1628303495311168,0.0453715274440065,-0.0420145190562613,-0.014587477503078539,0.0859453552244679,-0.1174588220871102,0.03814612202999999,-0.07245932916999999
1680,1680,JCI US,833444,2013,4.931306483,10.62227507,24.93586455,12365.0,12176.0,11809.0,10403.0,10058.0,38749.0,472.0,536.0,1215.0,0000833444-13-000045,10-K,2013-09-27,2013-11-14,20131114,TYCO INTERNATIONAL LTD,0927,0.0453715274440065,0.0532909127063034,0.0313556478876874,-0.0331635105258099,2.8525551799562536,-0.1095394368248133,-0.021935264818616,0.056909685870000004,0.1431358948
1681,1681,JCI US,833444,2014,10.62227507,24.93586455,20.86503805,12176.0,11809.0,29622.0,10058.0,38749.0,17100.0,536.0,1215.0,1563.0,0000833444-14-000124,10-K,2014-09-26,2014-11-14,20141113,TYCO INTERNATIONAL LTD,0927,0.0532909127063034,0.0313556478876874,0.0914035087719298,2.8525551799562536,-0.5586982889881029,-0.021935264818616,0.0600478608842423,0.1431358948,-0.04070826500000003
1682,1682,JCI US,833444,2015,24.93586455,20.86503805,-5.03874844,11809.0,29622.0,63179.0,38749.0,17100.0,20837.0,1215.0,1563.0,-868.0,0000833444-15-000091,10-K,2015-09-25,2015-11-13,20151113,TYCO INTERNATIONAL plc,0926,0.0313556478876874,0.0914035087719298,-0.0416566684263569,-0.5586982889881029,0.21853801169590636,0.0600478608842423,-0.1330601771982867,-0.04070826500000003,-0.25903786489999997
1683,1683,JKHY US,779152,2001,25.29087705,24.34356088,17.74290555,321.082,433.121002197266,486.141998291016,225.3,366.9,396.66,34.02,55.63,57.06,0000926236-01-500169,10-K,2001-06-30,2001-09-25,Not found,HENRY JACK & ASSOCIATES INC,0630,0.1509986684420772,0.1516216952848187,0.1438511571623052,0.6284953395472701,0.08111201962387593,,-0.0077705381225135,-0.009473161700000005,-0.06600655329999999
1684,1684,JKHY US,779152,2002,24.34356088,17.74290555,13.99423768,433.121002197266,486.141998291016,548.575,366.9,396.66,404.63,55.63,57.06,49.4,0000926236-02-000174,10-K,2002-06-30,2002-09-26,Not found,HENRY JACK & ASSOCIATES INC,0630,0.1516216952848187,0.1438511571623052,0.1220868447717668,0.08111201962387593,0.020092774668481805,-0.0077705381225135,-0.0217643123905384,-0.06600655329999999,-0.037486678700000005
1685,1685,JKHY US,779152,2004,13.99423768,15.42181344,15.7281954,548.575,653.614013671875,814.153,404.63,467.42,535.86,49.4,62.31,75.5,0000926236-04-000130,10-K,2004-06-30,2004-08-30,20040830,HENRY JACK & ASSOCIATES INC,0630,0.1220868447717668,0.1333062342218989,0.140895009890643,0.15517880532832473,0.14642077788712515,-0.0105449229404062,0.0075887756687441,0.0142757576,0.003063819600000013
1686,1686,JKHY US,779152,2006,15.7281954,16.4638958,,814.153,906.067,,535.86,592.21,666.47,75.5,89.92,104.68,0000926236-06-000116,10-K,2006-06-30,2006-09-12,20060912,HENRY JACK & ASSOCIATES INC,0630,0.140895009890643,0.1518380304283953,0.1570663345686977,0.10515806367334757,0.12539470795832552,0.0185317962064963,0.0052283041403024,0.007357003999999989,
1687,1687,JKHY US,779152,2007,16.4638958,,,906.067,,1021.044,592.21,666.47,742.93,89.92,104.68,104.22,0000926236-07-000089,10-K,2007-06-30,2007-08-30,20070830,HENRY JACK & ASSOCIATES INC,0630,0.1518380304283953,0.1570663345686977,0.1402823953804531,0.12539470795832552,0.11472384353384246,0.0052283041403024,-0.0167839391882446,,
1688,1688,JKHY US,779152,2008,,,16.79244469,,1021.044,1050.7,666.47,742.93,745.59,104.68,104.22,103.1,0000926236-08-000050,10-K,2008-06-30,2008-08-29,20080828,HENRY JACK & ASSOCIATES INC,0630,0.1570663345686977,0.1402823953804531,0.1382797516061105,0.11472384353384246,0.003580418074381253,-0.0167839391882446,-0.0020026437743425,,
1689,1689,JKHY US,779152,2009,,16.79244469,17.12134263,1021.044,1050.7,1560.56,742.93,745.59,836.59,104.22,103.1,117.87,0000926236-09-000039,10-K,2009-06-30,2009-08-28,20090828,HENRY JACK & ASSOCIATES INC,0630,0.1402823953804531,0.1382797516061105,0.1408933886372058,0.003580418074381253,0.12205099317319168,-0.0020026437743425,0.0026136370310952,,0.0032889794000000093
1690,1690,JNJ US,200406,2019,25.51371005,25.36255588,,152954.0,157728.0,,81581.0,82059.0,,15297.0,15119.0,,0000200406-20-000010,10-K,2019-12-29,2020-02-18,20200218,JOHNSON & JOHNSON,1229,0.1875068949878035,0.1842454819093579,,0.005859207413490886,,,,-0.0015115417000000164,
1691,1691,JNJ US,200406,2021,,23.97412606,30.41201448,,174894.0,182018.0,,82584.0,93775.0,,14714.0,20878.0,0000200406-21-000008,10-K,2021-01-03,2021-02-22,20210222,JOHNSON & JOHNSON,0103,,0.1781701055894604,0.2226392961876832,,0.13551051051051055,-0.0060753763198974,0.0444691905982228,,0.0643788842
1692,1692,JNJ US,200406,2022,23.97412606,30.41201448,72.08455534,174894.0,182018.0,354936.0,82584.0,93775.0,165149.0,14714.0,20878.0,53094.0,0000200406-22-000022,10-K,2022-01-02,2022-02-17,20220217,JOHNSON & JOHNSON,0102,0.1781701055894604,0.2226392961876832,0.3214915016136943,0.13551051051051055,0.7611197014129565,0.0444691905982228,0.098852205426011,0.0643788842,0.41672540859999996
1693,1693,JNJ US,200406,2023,30.41201448,72.08455534,72.08455534,182018.0,354936.0,167558.0,93775.0,165149.0,0.0,20878.0,53094.0,0.0,0000200406-23-000016,10-K,2023-01-01,2023-02-16,20230216,JOHNSON & JOHNSON,0101,0.2226392961876832,0.3214915016136943,,0.7611197014129565,0.0,0.098852205426011,,0.41672540859999996,0.0
1694,1694,KDP US,1418135,2022,8.794901744,5.732763783,8.586276131,50598.0,51837.0,52130.0,12683.0,14057.0,,2146.0,1436.0,,0001418135-23-000003,10-K,2022-12-31,2023-02-23,20230223,Keurig Dr Pepper Inc.,1231,0.1692028699834424,0.1021555097104645,,0.1083339903808247,,,,-0.030621379610000003,0.028535123479999997
1695,1695,KEYS US,1601046,2014,35.84313725,38.92750745,49.5412844,2028.0,3050.0,3508.0,2888.0,2933.0,2856.0,457.0,392.0,513.0,0001601046-14-000008,10-K,2014-10-31,2014-12-22,20141222,"Keysight Technologies, Inc.",1031,0.1582409972299168,0.1336515513126491,0.1796218487394958,0.015581717451523591,-0.026252983293556076,,0.0459702974268466,0.03084370200000002,0.10613776950000002
1696,1696,KEYS US,1601046,2016,49.5412844,23.80106572,5.336123463,3508.0,3796.0,5933.0,2856.0,2918.0,3189.0,513.0,335.0,102.0,0001601046-16-000077,10-K,2016-10-31,2016-12-19,20161219,"Keysight Technologies, Inc.",1031,0.1796218487394958,0.114804660726525,0.0319849482596425,0.02170868347338928,0.09287183002056199,-0.0188468905861241,-0.0828197124668825,-0.25740218680000004,-0.18464942257
1697,1697,KEYS US,1601046,2017,23.80106572,5.336123463,6.957621758,3796.0,5933.0,5824.0,2918.0,3189.0,3878.0,335.0,102.0,165.0,0001601046-17-000033,10-K,2017-10-31,2017-12-20,20171220,"Keysight Technologies, Inc.",1031,0.114804660726525,0.0319849482596425,0.0425477050025786,0.09287183002056199,0.2160551897146441,-0.0828197124668825,0.0105627567429361,-0.18464942257,0.01621498295
1698,1698,KEYS US,1601046,2018,5.336123463,6.957621758,22.84347986,5933.0,5824.0,6623.0,3189.0,3878.0,4303.0,102.0,165.0,621.0,0001601046-18-000030,10-K,2018-10-31,2018-12-18,20181218,"Keysight Technologies, Inc.",1031,0.0319849482596425,0.0425477050025786,0.144317917731815,0.2160551897146441,0.10959257349149043,0.0105627567429361,0.1017702127292363,0.01621498295,0.15885858101999997
1699,1699,KEYS US,1601046,2019,6.957621758,22.84347986,19.90160292,5824.0,6623.0,7218.0,3878.0,4303.0,4221.0,165.0,621.0,627.0,0001601046-19-000110,10-K,2019-10-31,2019-12-18,20191218,"Keysight Technologies, Inc.",1031,0.0425477050025786,0.144317917731815,0.1485429992892679,0.10959257349149043,-0.01905647222867768,0.1017702127292363,0.0042250815574529,0.15885858101999997,-0.029418769400000003
1700,1700,KEYS US,1601046,2020,22.84347986,19.90160292,25.25067081,6623.0,7218.0,7781.0,4303.0,4221.0,4941.0,621.0,627.0,894.0,0001601046-20-000154,10-K,2020-10-31,2020-12-17,20201217,"Keysight Technologies, Inc.",1031,0.144317917731815,0.1485429992892679,0.1809350333940498,-0.01905647222867768,0.17057569296375275,0.0042250815574529,0.0323920341047818,-0.029418769400000003,0.053490678900000005
1701,1701,KEYS US,1601046,2021,19.90160292,25.25067081,28.29452486,7218.0,7781.0,8098.0,4221.0,4941.0,5420.0,627.0,894.0,1124.0,0001601046-21-000197,10-K,2021-10-31,2021-12-17,20211217,"Keysight Technologies, Inc.",1031,0.1485429992892679,0.1809350333940498,0.207380073800738,0.17057569296375275,0.09694393847399319,0.0323920341047818,0.0264450404066882,0.053490678900000005,0.030438540500000003
1702,1702,KEYS US,1601046,2022,25.25067081,28.29452486,23.98184912,7781.0,8098.0,8683.0,4941.0,5420.0,5464.0,894.0,1124.0,1057.0,0001601046-22-000161,10-K,2022-10-31,2022-12-15,20221215,"Keysight Technologies, Inc.",1031,0.1809350333940498,0.207380073800738,0.1934480234260615,0.09694393847399319,0.008118081180811698,0.0264450404066882,-0.0139320503746765,0.030438540500000003,-0.04312675739999999
1703,1703,KEYS US,1601046,2023,28.29452486,23.98184912,23.98184912,8098.0,8683.0,8683.0,5420.0,5464.0,0.0,1124.0,1057.0,0.0,0001601046-23-000134,10-K,2023-10-31,2023-12-15,20231215,"Keysight Technologies, Inc.",1031,0.207380073800738,0.1934480234260615,,0.008118081180811698,0.0,-0.0139320503746765,,-0.04312675739999999,0.0
1704,1704,KHC US,1637459,2016,,8.595974418,17.75833665,,243453.0,120092.0,,53747.0,26076.0,,5357.0,10941.0,0001637459-16-000100,10-K,2016-01-03,2016-03-03,20160303,Kraft Heinz Co,0103,,0.099670679293728,0.4195812241141279,,-0.5148380374718589,,0.3199105448203999,,0.09162362232
1705,1705,KHC US,1637459,2019,-17.34513274,3.747095275,0.699919391,103461.0,101450.0,99830.0,26268.0,24977.0,26185.0,-10192.0,1935.0,356.0,0001637459-20-000027,10-K,2019-12-28,2020-02-14,20200214,Kraft Heinz Co,1228,-0.3880006091061367,0.0774712735716859,0.0135955699828145,-0.04914725140855791,0.048364495335708746,-0.022199405722042,-0.0638757035888713,0.21092228015,-0.03047175884
1706,1706,KHC US,1637459,2020,3.747095275,0.699919391,2.036196819,101450.0,99830.0,93394.0,24977.0,26185.0,26042.0,1935.0,356.0,1012.0,0001637459-21-000009,10-K,2020-12-26,2021-02-17,20210217,Kraft Heinz Co,1226,0.0774712735716859,0.0135955699828145,0.0388603025881268,0.048364495335708746,-0.0054611418751193685,-0.0638757035888713,0.0252647326053122,-0.03047175884,0.013362774280000003
1707,1707,KHC US,1637459,2021,0.699919391,2.036196819,4.823630277,99830.0,93394.0,90513.0,26185.0,26042.0,26485.0,356.0,1012.0,2363.0,0001637459-22-000018,10-K,2021-12-25,2022-02-17,20220217,Kraft Heinz Co,1225,0.0135955699828145,0.0388603025881268,0.0892203133849348,-0.0054611418751193685,0.0170109822594271,0.0252647326053122,0.050360010796808,0.013362774280000003,0.027874334580000003
1708,1708,KIM US,879101,1999,0.0,10.52154063,13.49633942,0.0,3007.476,3171.348,0.0,443.07,469.52,0.0,176.78,205.03,0000889812-00-001375,10-K405,1999-12-31,2000-03-28,Not found,KIMCO REALTY CORP,1231,,0.3989888730900309,0.4366800136309423,0.5,0.059697113322951134,,0.0376911405409113,0.052607703150000004,0.029747987899999995
1709,1709,KIM US,879101,2000,10.52154063,13.49633942,14.05381467,3007.476,3171.348,3384.779,443.07,469.52,460.52,176.78,205.03,236.54,0001125282-01-000957,10-K,2000-12-31,2001-03-16,Not found,KIMCO REALTY CORP,1231,0.3989888730900309,0.4366800136309423,0.513636758446973,0.059697113322951134,-0.019168512523428216,0.0376911405409113,0.0769567448160307,0.029747987899999995,0.005574752499999995
1710,1710,KIM US,879101,2001,13.49633942,14.05381467,13.66479984,3171.348,3384.779,3758.35,469.52,460.52,464.26,205.03,236.54,245.67,0001125282-02-000906,10-K405,2001-12-31,2002-03-22,Not found,KIMCO REALTY CORP,1231,0.4366800136309423,0.513636758446973,0.5291646921983372,-0.019168512523428216,0.008121254234343844,0.0769567448160307,0.0155279337513641,0.005574752499999995,-0.0038901482999999892
1711,1711,KIM US,879101,2002,14.05381467,13.66479984,15.66253622,3384.779,3758.35,4603.925,460.52,464.26,530.06,236.54,245.67,307.88,0001125282-03-002483,10-K,2002-12-31,2003-03-27,Not found,KIMCO REALTY CORP,1231,0.513636758446973,0.5291646921983372,0.5808399049164246,0.008121254234343844,0.14173092663593656,0.0155279337513641,0.0516752127180873,-0.0038901482999999892,0.01997736379999999
